0 0.271582
5 0.271598
10 0.271615
15 0.271632
20 0.271648
25 0.36468
30 0.37789
35 0.387941
40 0.488056
45 0.521185
50 0.605089
55 0.605106
60 0.649921
65 0.843672
70 0.840256
75 0.950356
80 1.59298
85 1.57422
90 1.59059
95 1.78582
100 5.94947
