0 0.189416
5 0.189432
10 0.189449
15 0.189466
20 0.189573
25 0.292887
30 0.311782
35 0.325708
40 0.433184
45 0.47523
50 0.563581
55 0.564406
60 0.612784
65 0.815628
70 0.812532
75 0.923489
80 1.58822
85 1.56705
90 1.58056
95 1.81043
100 492.857
